Area,year,age_class,year_class,mean,q5,q95,Lat_degrees,Long_degrees
Forsmark,2023,2,2021,0.65,0.61,0.7,60.43383,18.16217
Forsmark,2023,3,2020,0.06,0.04,0.09,60.43383,18.16217
Forsmark,2023,4,2019,0.03,0.02,0.04,60.43383,18.16217
Forsmark,2023,plusgroup,2018,0.01,0.01,0.02,60.43383,18.16217
Forsmark,2024,1,2023,0.45,0.39,0.5,60.43383,18.16217
Forsmark,2024,2,2022,0.2,0.17,0.23,60.43383,18.16217
Forsmark,2024,3,2021,0.33,0.28,0.39,60.43383,18.16217
Forsmark,2024,4,2020,0.01,0.01,0.02,60.43383,18.16217
Forsmark,2024,plusgroup,2019,0.01,0,0.01,60.43383,18.16217
Forsmark,2025,1,2024,0.56,0.5,0.61,60.43383,18.16217
Forsmark,2025,2,2023,0.26,0.22,0.31,60.43383,18.16217
Forsmark,2025,3,2022,0.1,0.08,0.13,60.43383,18.16217
Forsmark,2025,4,2021,0.07,0.05,0.09,60.43383,18.16217
Forsmark,2025,plusgroup,2020,0,0,0,60.43383,18.16217
Finbo(Åland),2007,1,2006,0.3,0.26,0.34,60.25,19.58333
Finbo(Åland),2007,2,2005,0.21,0.18,0.24,60.25,19.58333
Finbo(Åland),2007,3,2004,0.07,0.06,0.09,60.25,19.58333
Finbo(Åland),2007,4,2003,0.11,0.09,0.12,60.25,19.58333
Finbo(Åland),2007,5,2002,0.2,0.16,0.23,60.25,19.58333
Finbo(Åland),2007,6,2001,0.09,0.07,0.11,60.25,19.58333
Finbo(Åland),2007,7,2000,0.02,0.01,0.02,60.25,19.58333
Finbo(Åland),2007,plusgroup,1999,0.02,0.01,0.03,60.25,19.58333
Finbo(Åland),2008,1,2007,0.26,0.22,0.31,60.25,19.58333
Finbo(Åland),2008,2,2006,0.22,0.2,0.25,60.25,19.58333
Finbo(Åland),2008,3,2005,0.19,0.17,0.22,60.25,19.58333
Finbo(Åland),2008,4,2004,0.06,0.05,0.08,60.25,19.58333
Finbo(Åland),2008,5,2003,0.08,0.06,0.09,60.25,19.58333
Finbo(Åland),2008,6,2002,0.12,0.1,0.14,60.25,19.58333
Finbo(Åland),2008,7,2001,0.05,0.04,0.06,60.25,19.58333
Finbo(Åland),2008,plusgroup,2000,0.02,0.01,0.02,60.25,19.58333
Finbo(Åland),2009,1,2008,0.23,0.21,0.26,60.25,19.58333
Finbo(Åland),2009,2,2007,0.16,0.14,0.18,60.25,19.58333
Finbo(Åland),2009,3,2006,0.22,0.2,0.24,60.25,19.58333
Finbo(Åland),2009,4,2005,0.19,0.17,0.22,60.25,19.58333
Finbo(Åland),2009,5,2004,0.05,0.04,0.06,60.25,19.58333
Finbo(Åland),2009,6,2003,0.05,0.04,0.06,60.25,19.58333
Finbo(Åland),2009,7,2002,0.06,0.05,0.08,60.25,19.58333
Finbo(Åland),2009,plusgroup,2001,0.03,0.02,0.03,60.25,19.58333
Finbo(Åland),2010,1,2009,0.18,0.15,0.21,60.25,19.58333
Finbo(Åland),2010,2,2008,0.21,0.19,0.23,60.25,19.58333
Finbo(Åland),2010,3,2007,0.16,0.15,0.19,60.25,19.58333
Finbo(Åland),2010,4,2006,0.22,0.2,0.24,60.25,19.58333
Finbo(Åland),2010,5,2005,0.15,0.13,0.17,60.25,19.58333
Finbo(Åland),2010,6,2004,0.03,0.02,0.04,60.25,19.58333
Finbo(Åland),2010,7,2003,0.02,0.01,0.03,60.25,19.58333
Finbo(Åland),2010,plusgroup,2002,0.03,0.02,0.04,60.25,19.58333
Finbo(Åland),2011,1,2010,0.26,0.24,0.29,60.25,19.58333
Finbo(Åland),2011,2,2009,0.13,0.12,0.15,60.25,19.58333
Finbo(Åland),2011,3,2008,0.2,0.18,0.22,60.25,19.58333
Finbo(Åland),2011,4,2007,0.15,0.14,0.17,60.25,19.58333
Finbo(Åland),2011,5,2006,0.15,0.13,0.18,60.25,19.58333
Finbo(Åland),2011,6,2005,0.07,0.05,0.08,60.25,19.58333
Finbo(Åland),2011,7,2004,0.01,0.01,0.02,60.25,19.58333
Finbo(Åland),2011,plusgroup,2003,0.02,0.01,0.02,60.25,19.58333
Finbo(Åland),2012,1,2011,0.21,0.19,0.24,60.25,19.58333
Finbo(Åland),2012,2,2010,0.23,0.21,0.25,60.25,19.58333
Finbo(Åland),2012,3,2009,0.13,0.11,0.14,60.25,19.58333
Finbo(Åland),2012,4,2008,0.18,0.17,0.2,60.25,19.58333
Finbo(Åland),2012,5,2007,0.11,0.1,0.13,60.25,19.58333
Finbo(Åland),2012,6,2006,0.09,0.08,0.11,60.25,19.58333
Finbo(Åland),2012,7,2005,0.04,0.03,0.05,60.25,19.58333
Finbo(Åland),2012,plusgroup,2004,0.01,0.01,0.02,60.25,19.58333
Finbo(Åland),2013,1,2012,0.15,0.13,0.18,60.25,19.58333
Finbo(Åland),2013,2,2011,0.2,0.18,0.22,60.25,19.58333
Finbo(Åland),2013,3,2010,0.23,0.21,0.26,60.25,19.58333
Finbo(Åland),2013,4,2009,0.13,0.11,0.14,60.25,19.58333
Finbo(Åland),2013,5,2008,0.14,0.13,0.16,60.25,19.58333
Finbo(Åland),2013,6,2007,0.07,0.06,0.09,60.25,19.58333
Finbo(Åland),2013,7,2006,0.05,0.04,0.06,60.25,19.58333
Finbo(Åland),2013,plusgroup,2005,0.02,0.01,0.03,60.25,19.58333
Finbo(Åland),2014,1,2013,0.31,0.27,0.36,60.25,19.58333
Finbo(Åland),2014,2,2012,0.11,0.09,0.13,60.25,19.58333
Finbo(Åland),2014,3,2011,0.16,0.14,0.19,60.25,19.58333
Finbo(Åland),2014,4,2010,0.19,0.17,0.21,60.25,19.58333
Finbo(Åland),2014,5,2009,0.08,0.07,0.09,60.25,19.58333
Finbo(Åland),2014,6,2008,0.08,0.07,0.1,60.25,19.58333
Finbo(Åland),2014,7,2007,0.04,0.03,0.05,60.25,19.58333
Finbo(Åland),2014,plusgroup,2006,0.03,0.02,0.04,60.25,19.58333
Finbo(Åland),2015,1,2014,0.28,0.24,0.32,60.25,19.58333
Finbo(Åland),2015,2,2013,0.19,0.16,0.22,60.25,19.58333
Finbo(Åland),2015,3,2012,0.09,0.08,0.11,60.25,19.58333
Finbo(Åland),2015,4,2011,0.16,0.14,0.18,60.25,19.58333
Finbo(Åland),2015,5,2010,0.15,0.13,0.17,60.25,19.58333
Finbo(Åland),2015,6,2009,0.05,0.04,0.06,60.25,19.58333
Finbo(Åland),2015,7,2008,0.05,0.04,0.06,60.25,19.58333
Finbo(Åland),2015,plusgroup,2007,0.03,0.03,0.04,60.25,19.58333
Finbo(Åland),2016,1,2015,0.21,0.18,0.25,60.25,19.58333
Finbo(Åland),2016,2,2014,0.21,0.18,0.24,60.25,19.58333
Finbo(Åland),2016,3,2013,0.19,0.17,0.21,60.25,19.58333
Finbo(Åland),2016,4,2012,0.09,0.07,0.1,60.25,19.58333
Finbo(Åland),2016,5,2011,0.12,0.11,0.14,60.25,19.58333
Finbo(Åland),2016,6,2010,0.11,0.09,0.13,60.25,19.58333
Finbo(Åland),2016,7,2009,0.03,0.02,0.04,60.25,19.58333
Finbo(Åland),2016,plusgroup,2008,0.04,0.03,0.05,60.25,19.58333
Finbo(Åland),2017,1,2016,0.27,0.24,0.3,60.25,19.58333
Finbo(Åland),2017,2,2015,0.13,0.12,0.15,60.25,19.58333
Finbo(Åland),2017,3,2014,0.19,0.17,0.21,60.25,19.58333
Finbo(Åland),2017,4,2013,0.17,0.14,0.19,60.25,19.58333
Finbo(Åland),2017,5,2012,0.06,0.05,0.07,60.25,19.58333
Finbo(Åland),2017,6,2011,0.08,0.07,0.1,60.25,19.58333
Finbo(Åland),2017,7,2010,0.07,0.05,0.08,60.25,19.58333
Finbo(Åland),2017,plusgroup,2009,0.03,0.03,0.04,60.25,19.58333
Finbo(Åland),2018,1,2017,0.22,0.19,0.26,60.25,19.58333
Finbo(Åland),2018,2,2016,0.21,0.19,0.23,60.25,19.58333
Finbo(Åland),2018,3,2015,0.12,0.11,0.14,60.25,19.58333
Finbo(Åland),2018,4,2014,0.17,0.15,0.19,60.25,19.58333
Finbo(Åland),2018,5,2013,0.12,0.1,0.14,60.25,19.58333
Finbo(Åland),2018,6,2012,0.04,0.04,0.05,60.25,19.58333
Finbo(Åland),2018,7,2011,0.06,0.05,0.07,60.25,19.58333
Finbo(Åland),2018,plusgroup,2010,0.05,0.04,0.07,60.25,19.58333
Finbo(Åland),2019,1,2018,0.35,0.31,0.4,60.25,19.58333
Finbo(Åland),2019,2,2017,0.14,0.13,0.16,60.25,19.58333
Finbo(Åland),2019,3,2016,0.17,0.15,0.19,60.25,19.58333
Finbo(Åland),2019,4,2015,0.1,0.08,0.11,60.25,19.58333
Finbo(Åland),2019,5,2014,0.11,0.09,0.12,60.25,19.58333
Finbo(Åland),2019,6,2013,0.07,0.06,0.08,60.25,19.58333
Finbo(Åland),2019,7,2012,0.02,0.02,0.03,60.25,19.58333
Finbo(Åland),2019,plusgroup,2011,0.04,0.03,0.05,60.25,19.58333
Finbo(Åland),2020,1,2019,0.28,0.24,0.33,60.25,19.58333
Finbo(Åland),2020,2,2018,0.26,0.23,0.29,60.25,19.58333
Finbo(Åland),2020,3,2017,0.14,0.12,0.16,60.25,19.58333
Finbo(Åland),2020,4,2016,0.16,0.14,0.18,60.25,19.58333
Finbo(Åland),2020,5,2015,0.07,0.06,0.08,60.25,19.58333
Finbo(Åland),2020,6,2014,0.05,0.04,0.06,60.25,19.58333
Finbo(Åland),2020,7,2013,0.03,0.02,0.04,60.25,19.58333
Finbo(Åland),2020,plusgroup,2012,0.02,0.01,0.03,60.25,19.58333
Finbo(Åland),2021,1,2020,0.24,0.21,0.28,60.25,19.58333
Finbo(Åland),2021,2,2019,0.12,0.1,0.14,60.25,19.58333
Finbo(Åland),2021,3,2018,0.28,0.25,0.31,60.25,19.58333
Finbo(Åland),2021,4,2017,0.14,0.12,0.16,60.25,19.58333
Finbo(Åland),2021,5,2016,0.12,0.11,0.14,60.25,19.58333
Finbo(Åland),2021,6,2015,0.04,0.03,0.05,60.25,19.58333
Finbo(Åland),2021,7,2014,0.03,0.02,0.04,60.25,19.58333
Finbo(Åland),2021,plusgroup,2013,0.02,0.02,0.03,60.25,19.58333
Finbo(Åland),2022,1,2021,0.36,0.32,0.41,60.25,19.58333
Finbo(Åland),2022,2,2020,0.15,0.12,0.17,60.25,19.58333
Finbo(Åland),2022,3,2019,0.1,0.08,0.11,60.25,19.58333
Finbo(Åland),2022,4,2018,0.22,0.19,0.25,60.25,19.58333
Finbo(Åland),2022,5,2017,0.08,0.07,0.1,60.25,19.58333
Finbo(Åland),2022,6,2016,0.05,0.04,0.07,60.25,19.58333
Finbo(Åland),2022,7,2015,0.02,0.01,0.02,60.25,19.58333
Finbo(Åland),2022,plusgroup,2014,0.02,0.01,0.02,60.25,19.58333
Finbo(Åland),2023,1,2022,0.36,0.31,0.4,60.25,19.58333
Finbo(Åland),2023,2,2021,0.24,0.2,0.27,60.25,19.58333
Finbo(Åland),2023,3,2020,0.12,0.1,0.14,60.25,19.58333
Finbo(Åland),2023,4,2019,0.08,0.07,0.09,60.25,19.58333
Finbo(Åland),2023,5,2018,0.14,0.12,0.16,60.25,19.58333
Finbo(Åland),2023,6,2017,0.04,0.03,0.05,60.25,19.58333
Finbo(Åland),2023,7,2016,0.03,0.02,0.03,60.25,19.58333
Finbo(Åland),2023,plusgroup,2015,0.01,0.01,0.01,60.25,19.58333
Finbo(Åland),2024,1,2023,0.23,0.18,0.27,60.25,19.58333
Finbo(Åland),2024,2,2022,0.28,0.23,0.32,60.25,19.58333
Finbo(Åland),2024,3,2021,0.23,0.2,0.27,60.25,19.58333
Finbo(Åland),2024,4,2020,0.11,0.09,0.13,60.25,19.58333
Finbo(Åland),2024,5,2019,0.06,0.04,0.07,60.25,19.58333
Finbo(Åland),2024,6,2018,0.06,0.05,0.08,60.25,19.58333
Finbo(Åland),2024,7,2017,0.02,0.02,0.03,60.25,19.58333
Finbo(Åland),2024,plusgroup,2016,0.01,0.01,0.01,60.25,19.58333
Finbo(Åland),2025,1,2024,0.26,0.21,0.32,60.25,19.58333
Finbo(Åland),2025,2,2023,0.14,0.1,0.17,60.25,19.58333
Finbo(Åland),2025,3,2022,0.18,0.14,0.23,60.25,19.58333
Finbo(Åland),2025,4,2021,0.22,0.18,0.28,60.25,19.58333
Finbo(Åland),2025,5,2020,0.11,0.09,0.13,60.25,19.58333
Finbo(Åland),2025,6,2019,0.03,0.02,0.04,60.25,19.58333
Finbo(Åland),2025,7,2018,0.05,0.04,0.07,60.25,19.58333
Finbo(Åland),2025,plusgroup,2017,0.01,0.01,0.02,60.25,19.58333
Kumlinge(Åland),2007,1,2006,0.32,0.28,0.37,60.21667,20.81667
Kumlinge(Åland),2007,2,2005,0.38,0.33,0.43,60.21667,20.81667
Kumlinge(Åland),2007,3,2004,0.07,0.05,0.08,60.21667,20.81667
Kumlinge(Åland),2007,4,2003,0.12,0.09,0.14,60.21667,20.81667
Kumlinge(Åland),2007,plusgroup,2002,0.12,0.09,0.15,60.21667,20.81667
Kumlinge(Åland),2008,1,2007,0.23,0.2,0.26,60.21667,20.81667
Kumlinge(Åland),2008,2,2006,0.38,0.34,0.42,60.21667,20.81667
Kumlinge(Åland),2008,3,2005,0.3,0.26,0.35,60.21667,20.81667
Kumlinge(Åland),2008,4,2004,0.04,0.03,0.05,60.21667,20.81667
Kumlinge(Åland),2008,plusgroup,2003,0.05,0.04,0.07,60.21667,20.81667
Kumlinge(Åland),2009,1,2008,0.24,0.22,0.27,60.21667,20.81667
Kumlinge(Åland),2009,2,2007,0.23,0.2,0.25,60.21667,20.81667
Kumlinge(Åland),2009,3,2006,0.36,0.32,0.39,60.21667,20.81667
Kumlinge(Åland),2009,4,2005,0.16,0.13,0.18,60.21667,20.81667
Kumlinge(Åland),2009,plusgroup,2004,0.02,0.01,0.03,60.21667,20.81667
Kumlinge(Åland),2010,1,2009,0.11,0.09,0.13,60.21667,20.81667
Kumlinge(Åland),2010,2,2008,0.3,0.27,0.33,60.21667,20.81667
Kumlinge(Åland),2010,3,2007,0.28,0.25,0.31,60.21667,20.81667
Kumlinge(Åland),2010,4,2006,0.26,0.22,0.3,60.21667,20.81667
Kumlinge(Åland),2010,plusgroup,2005,0.06,0.04,0.08,60.21667,20.81667
Kumlinge(Åland),2011,1,2010,0.66,0.61,0.71,60.21667,20.81667
Kumlinge(Åland),2011,2,2009,0.06,0.05,0.08,60.21667,20.81667
Kumlinge(Åland),2011,3,2008,0.17,0.14,0.19,60.21667,20.81667
Kumlinge(Åland),2011,4,2007,0.07,0.05,0.09,60.21667,20.81667
Kumlinge(Åland),2011,plusgroup,2006,0.04,0.03,0.05,60.21667,20.81667
Kumlinge(Åland),2012,1,2011,0.18,0.14,0.25,60.21667,20.81667
Kumlinge(Åland),2012,2,2010,0.66,0.59,0.73,60.21667,20.81667
Kumlinge(Åland),2012,3,2009,0.06,0.04,0.08,60.21667,20.81667
Kumlinge(Åland),2012,4,2008,0.07,0.04,0.1,60.21667,20.81667
Kumlinge(Åland),2012,plusgroup,2007,0.02,0.01,0.04,60.21667,20.81667
Kumlinge(Åland),2013,1,2012,0.11,0.08,0.15,60.21667,20.81667
Kumlinge(Åland),2013,2,2011,0.19,0.14,0.27,60.21667,20.81667
Kumlinge(Åland),2013,3,2010,0.65,0.55,0.72,60.21667,20.81667
Kumlinge(Åland),2013,4,2009,0.03,0.01,0.04,60.21667,20.81667
Kumlinge(Åland),2013,plusgroup,2008,0.02,0.01,0.03,60.21667,20.81667
Kumlinge(Åland),2014,1,2013,0.47,0.42,0.52,60.21667,20.81667
Kumlinge(Åland),2014,2,2012,0.1,0.08,0.12,60.21667,20.81667
Kumlinge(Åland),2014,3,2011,0.16,0.13,0.19,60.21667,20.81667
Kumlinge(Åland),2014,4,2010,0.26,0.22,0.31,60.21667,20.81667
Kumlinge(Åland),2014,plusgroup,2009,0.01,0,0.01,60.21667,20.81667
Kumlinge(Åland),2015,1,2014,0.07,0.06,0.09,60.21667,20.81667
Kumlinge(Åland),2015,2,2013,0.61,0.57,0.65,60.21667,20.81667
Kumlinge(Åland),2015,3,2012,0.12,0.1,0.14,60.21667,20.81667
Kumlinge(Åland),2015,4,2011,0.1,0.08,0.13,60.21667,20.81667
Kumlinge(Åland),2015,plusgroup,2010,0.1,0.08,0.12,60.21667,20.81667
Kumlinge(Åland),2016,1,2015,0.17,0.14,0.2,60.21667,20.81667
Kumlinge(Åland),2016,2,2014,0.08,0.07,0.1,60.21667,20.81667
Kumlinge(Åland),2016,3,2013,0.61,0.56,0.66,60.21667,20.81667
Kumlinge(Åland),2016,4,2012,0.07,0.06,0.09,60.21667,20.81667
Kumlinge(Åland),2016,plusgroup,2011,0.06,0.05,0.08,60.21667,20.81667
Kumlinge(Åland),2017,1,2016,0.74,0.69,0.78,60.21667,20.81667
Kumlinge(Åland),2017,2,2015,0.07,0.06,0.09,60.21667,20.81667
Kumlinge(Åland),2017,3,2014,0.03,0.03,0.04,60.21667,20.81667
Kumlinge(Åland),2017,4,2013,0.14,0.11,0.18,60.21667,20.81667
Kumlinge(Åland),2017,plusgroup,2012,0.01,0.01,0.02,60.21667,20.81667
Kumlinge(Åland),2018,1,2017,0.05,0.04,0.07,60.21667,20.81667
Kumlinge(Åland),2018,2,2016,0.83,0.79,0.86,60.21667,20.81667
Kumlinge(Åland),2018,3,2015,0.05,0.04,0.07,60.21667,20.81667
Kumlinge(Åland),2018,4,2014,0.02,0.02,0.03,60.21667,20.81667
Kumlinge(Åland),2018,plusgroup,2013,0.04,0.03,0.06,60.21667,20.81667
Kumlinge(Åland),2019,1,2018,0.44,0.38,0.5,60.21667,20.81667
Kumlinge(Åland),2019,2,2017,0.04,0.03,0.06,60.21667,20.81667
Kumlinge(Åland),2019,3,2016,0.48,0.42,0.55,60.21667,20.81667
Kumlinge(Åland),2019,4,2015,0.02,0.02,0.03,60.21667,20.81667
Kumlinge(Åland),2019,plusgroup,2014,0.01,0,0.01,60.21667,20.81667
Lagnö,2004,1,2003,0.29,0.26,0.33,59.56567,18.83967
Lagnö,2004,2,2002,0.29,0.25,0.32,59.56567,18.83967
Lagnö,2004,3,2001,0.2,0.17,0.24,59.56567,18.83967
Lagnö,2004,4,2000,0.05,0.03,0.07,59.56567,18.83967
Lagnö,2004,plusgroup,1999,0.17,0.14,0.21,59.56567,18.83967
Lagnö,2005,1,2004,0.3,0.26,0.35,59.56567,18.83967
Lagnö,2005,2,2003,0.24,0.21,0.27,59.56567,18.83967
Lagnö,2005,3,2002,0.22,0.18,0.25,59.56567,18.83967
Lagnö,2005,4,2001,0.15,0.12,0.18,59.56567,18.83967
Lagnö,2005,plusgroup,2000,0.09,0.07,0.11,59.56567,18.83967
Lagnö,2006,1,2005,0.26,0.23,0.31,59.56567,18.83967
Lagnö,2006,2,2004,0.28,0.24,0.32,59.56567,18.83967
Lagnö,2006,3,2003,0.2,0.17,0.24,59.56567,18.83967
Lagnö,2006,4,2002,0.16,0.13,0.19,59.56567,18.83967
Lagnö,2006,plusgroup,2001,0.08,0.06,0.11,59.56567,18.83967
Lagnö,2007,1,2006,0.44,0.38,0.49,59.56567,18.83967
Lagnö,2007,2,2005,0.19,0.15,0.23,59.56567,18.83967
Lagnö,2007,3,2004,0.19,0.16,0.23,59.56567,18.83967
Lagnö,2007,4,2003,0.11,0.09,0.14,59.56567,18.83967
Lagnö,2007,plusgroup,2002,0.07,0.05,0.09,59.56567,18.83967
Lagnö,2008,1,2007,0.28,0.24,0.33,59.56567,18.83967
Lagnö,2008,2,2006,0.48,0.43,0.53,59.56567,18.83967
Lagnö,2008,3,2005,0.16,0.13,0.19,59.56567,18.83967
Lagnö,2008,4,2004,0.06,0.04,0.08,59.56567,18.83967
Lagnö,2008,plusgroup,2003,0.02,0.01,0.03,59.56567,18.83967
Lagnö,2009,1,2008,0.37,0.33,0.41,59.56567,18.83967
Lagnö,2009,2,2007,0.24,0.21,0.27,59.56567,18.83967
Lagnö,2009,3,2006,0.32,0.28,0.37,59.56567,18.83967
Lagnö,2009,4,2005,0.06,0.04,0.07,59.56567,18.83967
Lagnö,2009,plusgroup,2004,0.01,0.01,0.02,59.56567,18.83967
Lagnö,2010,1,2009,0.25,0.21,0.28,59.56567,18.83967
Lagnö,2010,2,2008,0.35,0.31,0.39,59.56567,18.83967
Lagnö,2010,3,2007,0.2,0.17,0.23,59.56567,18.83967
Lagnö,2010,4,2006,0.19,0.15,0.22,59.56567,18.83967
Lagnö,2010,plusgroup,2005,0.01,0.01,0.02,59.56567,18.83967
Lagnö,2011,1,2010,0.39,0.34,0.45,59.56567,18.83967
Lagnö,2011,2,2009,0.2,0.17,0.23,59.56567,18.83967
Lagnö,2011,3,2008,0.25,0.22,0.29,59.56567,18.83967
Lagnö,2011,4,2007,0.1,0.08,0.13,59.56567,18.83967
Lagnö,2011,plusgroup,2006,0.04,0.03,0.06,59.56567,18.83967
Lagnö,2012,1,2011,0.43,0.38,0.49,59.56567,18.83967
Lagnö,2012,2,2010,0.3,0.25,0.35,59.56567,18.83967
Lagnö,2012,3,2009,0.13,0.1,0.15,59.56567,18.83967
Lagnö,2012,4,2008,0.11,0.09,0.14,59.56567,18.83967
Lagnö,2012,plusgroup,2007,0.03,0.02,0.04,59.56567,18.83967
Lagnö,2013,1,2012,0.25,0.22,0.29,59.56567,18.83967
Lagnö,2013,2,2011,0.47,0.42,0.52,59.56567,18.83967
Lagnö,2013,3,2010,0.19,0.15,0.24,59.56567,18.83967
Lagnö,2013,4,2009,0.06,0.04,0.07,59.56567,18.83967
Lagnö,2013,plusgroup,2008,0.03,0.02,0.04,59.56567,18.83967
Lagnö,2014,1,2013,0.25,0.21,0.3,59.56567,18.83967
Lagnö,2014,2,2012,0.33,0.28,0.38,59.56567,18.83967
Lagnö,2014,3,2011,0.35,0.3,0.4,59.56567,18.83967
Lagnö,2014,4,2010,0.06,0.04,0.08,59.56567,18.83967
Lagnö,2014,plusgroup,2009,0.01,0.01,0.02,59.56567,18.83967
Lagnö,2015,1,2014,0.38,0.33,0.43,59.56567,18.83967
Lagnö,2015,2,2013,0.24,0.2,0.29,59.56567,18.83967
Lagnö,2015,3,2012,0.21,0.17,0.25,59.56567,18.83967
Lagnö,2015,4,2011,0.16,0.13,0.19,59.56567,18.83967
Lagnö,2015,plusgroup,2010,0.01,0.01,0.02,59.56567,18.83967
Lagnö,2016,1,2015,0.42,0.37,0.48,59.56567,18.83967
Lagnö,2016,2,2014,0.42,0.36,0.47,59.56567,18.83967
Lagnö,2016,3,2013,0.1,0.07,0.13,59.56567,18.83967
Lagnö,2016,4,2012,0.04,0.03,0.06,59.56567,18.83967
Lagnö,2016,plusgroup,2011,0.02,0.01,0.03,59.56567,18.83967
Lagnö,2017,1,2016,0.57,0.52,0.63,59.56567,18.83967
Lagnö,2017,2,2015,0.25,0.21,0.29,59.56567,18.83967
Lagnö,2017,3,2014,0.15,0.12,0.18,59.56567,18.83967
Lagnö,2017,4,2013,0.02,0.02,0.03,59.56567,18.83967
Lagnö,2017,plusgroup,2012,0,0,0.01,59.56567,18.83967
Lagnö,2018,1,2017,0.42,0.37,0.47,59.56567,18.83967
Lagnö,2018,2,2016,0.43,0.38,0.48,59.56567,18.83967
Lagnö,2018,3,2015,0.12,0.09,0.14,59.56567,18.83967
Lagnö,2018,4,2014,0.04,0.03,0.05,59.56567,18.83967
Lagnö,2018,plusgroup,2013,0,0,0,59.56567,18.83967
Lagnö,2019,1,2018,0.49,0.43,0.55,59.56567,18.83967
Lagnö,2019,2,2017,0.39,0.34,0.45,59.56567,18.83967
Lagnö,2019,3,2016,0.1,0.07,0.13,59.56567,18.83967
Lagnö,2019,4,2015,0.01,0.01,0.02,59.56567,18.83967
Lagnö,2019,plusgroup,2014,0,0,0,59.56567,18.83967
Lagnö,2020,1,2019,0.51,0.45,0.57,59.56567,18.83967
Lagnö,2020,2,2018,0.4,0.34,0.46,59.56567,18.83967
Lagnö,2020,3,2017,0.07,0.05,0.1,59.56567,18.83967
Lagnö,2020,4,2016,0.01,0.01,0.02,59.56567,18.83967
Lagnö,2020,plusgroup,2015,0,0,0,59.56567,18.83967
Lagnö,2021,1,2020,0.53,0.45,0.62,59.56567,18.83967
Lagnö,2021,2,2019,0.41,0.32,0.49,59.56567,18.83967
Lagnö,2021,3,2018,0.06,0.04,0.08,59.56567,18.83967
Lagnö,2021,4,2017,0,0,0.01,59.56567,18.83967
Lagnö,2021,plusgroup,2016,0,0,0,59.56567,18.83967
Lagnö,2022,1,2021,0.66,0.59,0.72,59.56567,18.83967
Lagnö,2022,2,2020,0.29,0.23,0.36,59.56567,18.83967
Lagnö,2022,3,2019,0.04,0.03,0.06,59.56567,18.83967
Lagnö,2022,4,2018,0.01,0,0.01,59.56567,18.83967
Lagnö,2022,plusgroup,2017,0,0,0,59.56567,18.83967
Lagnö,2023,1,2022,0.38,0.31,0.46,59.56567,18.83967
Lagnö,2023,2,2021,0.56,0.49,0.63,59.56567,18.83967
Lagnö,2023,3,2020,0.05,0.03,0.07,59.56567,18.83967
Lagnö,2023,4,2019,0.01,0,0.01,59.56567,18.83967
Lagnö,2023,plusgroup,2018,0,0,0,59.56567,18.83967
Lagnö,2024,1,2023,0.62,0.55,0.69,59.56567,18.83967
Lagnö,2024,2,2022,0.31,0.25,0.38,59.56567,18.83967
Lagnö,2024,3,2021,0.06,0.04,0.08,59.56567,18.83967
Lagnö,2024,4,2020,0.01,0,0.01,59.56567,18.83967
Lagnö,2024,plusgroup,2019,0,0,0,59.56567,18.83967
Lagnö,2025,1,2024,0.41,0.33,0.49,59.56567,18.83967
Lagnö,2025,2,2023,0.5,0.42,0.58,59.56567,18.83967
Lagnö,2025,3,2022,0.07,0.05,0.1,59.56567,18.83967
Lagnö,2025,4,2021,0.01,0.01,0.02,59.56567,18.83967
Lagnö,2025,plusgroup,2020,0,0,0,59.56567,18.83967
Askrikefjärden (Vaxholm),2016,1,2015,0.24,0.21,0.28,59.38167,18.26667
Askrikefjärden (Vaxholm),2016,2,2014,0.25,0.22,0.29,59.38167,18.26667
Askrikefjärden (Vaxholm),2016,3,2013,0.12,0.1,0.15,59.38167,18.26667
Askrikefjärden (Vaxholm),2016,4,2012,0.12,0.09,0.15,59.38167,18.26667
Askrikefjärden (Vaxholm),2016,5,2011,0.07,0.05,0.09,59.38167,18.26667
Askrikefjärden (Vaxholm),2016,6,2010,0.05,0.03,0.06,59.38167,18.26667
Askrikefjärden (Vaxholm),2016,7,2009,0.07,0.05,0.09,59.38167,18.26667
Askrikefjärden (Vaxholm),2016,plusgroup,2008,0.08,0.06,0.11,59.38167,18.26667
Askrikefjärden (Vaxholm),2017,1,2016,0.35,0.32,0.4,59.38167,18.26667
Askrikefjärden (Vaxholm),2017,2,2015,0.19,0.16,0.21,59.38167,18.26667
Askrikefjärden (Vaxholm),2017,3,2014,0.18,0.16,0.21,59.38167,18.26667
Askrikefjärden (Vaxholm),2017,4,2013,0.08,0.07,0.1,59.38167,18.26667
Askrikefjärden (Vaxholm),2017,5,2012,0.06,0.05,0.08,59.38167,18.26667
Askrikefjärden (Vaxholm),2017,6,2011,0.04,0.03,0.05,59.38167,18.26667
Askrikefjärden (Vaxholm),2017,7,2010,0.02,0.02,0.03,59.38167,18.26667
Askrikefjärden (Vaxholm),2017,plusgroup,2009,0.07,0.05,0.08,59.38167,18.26667
Askrikefjärden (Vaxholm),2018,1,2017,0.15,0.12,0.18,59.38167,18.26667
Askrikefjärden (Vaxholm),2018,2,2016,0.32,0.28,0.36,59.38167,18.26667
Askrikefjärden (Vaxholm),2018,3,2015,0.17,0.15,0.19,59.38167,18.26667
